,videoname,labels
2840,A6Pka437K-s_000012_000022.mp4,square dancing
2841,A6cTpM6BuWE_000003_000013.mp4,photocopying
2842,A7-z6VxBiPY_000025_000035.mp4,shining flashlight
2843,A7i1KOu-9c8_000000_000010.mp4,playing beer pong
2844,A7iS000n90c_000064_000074.mp4,marriage proposal
2845,A7mmIzu2ziM_000000_000010.mp4,playing gong
2846,A7o8T6cIkcs_000001_000011.mp4,preparing salad
2847,A7r_fTFEA7I_000149_000159.mp4,threading needle
2848,A87mG7GM7n8_000041_000051.mp4,planing wood
2849,A89ZdMVhIU0_000090_000100.mp4,doing jigsaw puzzle
2850,A8XfKys7qdw_000076_000086.mp4,mushroom foraging
2851,A8ocGBQwKFE_000003_000013.mp4,playing hand clapping games
2852,A8yPEy7peXI_000032_000042.mp4,playing blackjack
2853,AA5US1sSdSI_000001_000011.mp4,pinching
2854,AA7zsSqUCXU_000032_000042.mp4,separating eggs
2855,AAUb8JTs2M4_000019_000029.mp4,sawing wood
2856,AAbUTHl1dEM_000457_000467.mp4,using a microscope
2857,AAiMHCJL4zM_000087_000097.mp4,changing gear in car
2858,ABOD_fSmNng_000010_000020.mp4,bulldozing
2859,ACSoeExXZpI_000051_000061.mp4,sawing wood
2860,ACYY8YoARFk_000021_000031.mp4,opening wine bottle
2861,ACgSQ9jNXzM_000000_000010.mp4,breathing fire
2862,ACtFY45SYvw_000010_000020.mp4,jumping bicycle
2863,AD79rCOI2FY_000025_000035.mp4,tying shoe laces
2864,ADCHR80GCQY_000013_000023.mp4,breaking boards
2865,ADPDb0gtonc_000021_000031.mp4,mountain climber (exercise)
2866,ADfzmCuSoz0_000438_000448.mp4,preparing salad
2867,ADjaaGOktGk_000085_000095.mp4,bottling
2868,AEHr9rT60N4_000050_000060.mp4,using a power drill
2869,AEer099-yUM_000015_000025.mp4,playing darts
2870,AEiQL9-feIg_000125_000135.mp4,preparing salad
2871,AEzzPRTFA90_000022_000032.mp4,playing with trains
2872,AFBniSi1-5I_000000_000010.mp4,sleeping
2873,AFhd5DlKX8o_000045_000055.mp4,poking bellybutton
2874,AFowCbIAgd4_000011_000021.mp4,making paper aeroplanes
2875,AG54pn4b77M_000034_000044.mp4,throwing snowballs
2876,AGWmkpG3mGY_000060_000070.mp4,using a wrench
2877,AGgKH_dodxI_000043_000053.mp4,ironing hair
2878,AGn_T7u6U2Q_000096_000106.mp4,square dancing
2879,AGsj0hdmCX0_000045_000055.mp4,passing soccer ball
2880,AHydQZLOjIQ_000180_000190.mp4,playing with trains
2881,AI9ktQT4o-E_000037_000047.mp4,poking bellybutton
2882,AIAxX6jTbdk_000018_000028.mp4,photocopying
2883,AIN99nMr0zo_000023_000033.mp4,pinching
2884,AJM2ZwWULgg_000000_000010.mp4,jumping bicycle
2885,AKL9a89zoYw_000050_000060.mp4,using a sledge hammer
2886,AKq9Z7fwdK0_000000_000010.mp4,square dancing
2887,AKuGJpgmcoA_000000_000010.mp4,tiptoeing
2888,ALC1zSMIgtc_000000_000010.mp4,bulldozing
2889,ALG39IKhae8_000032_000042.mp4,square dancing
2890,ALm2fku0u_4_000000_000010.mp4,opening wine bottle
2891,ALuzDxkIto0_000004_000014.mp4,lock picking
2892,AMXm5wrteqo_000012_000022.mp4,putting on eyeliner
2893,AMXx7PGmxP4_000207_000217.mp4,adjusting glasses
2894,ANS-GtvLvPU_000000_000010.mp4,waving hand
2895,AOCqUrQgTSA_000508_000518.mp4,packing
2896,AORhikemaGg_000000_000010.mp4,capsizing
2897,AOVmyiDWNFE_000050_000060.mp4,ironing hair
2898,AOuNPlXjL1c_000100_000110.mp4,tying shoe laces
2899,AP_pzt248_I_000024_000034.mp4,attending conference
2900,APcoYInvvck_000002_000012.mp4,talking on cell phone
2901,APkos_Kqa3M_000001_000011.mp4,battle rope training
2902,AQ15VQderog_000162_000172.mp4,making cheese
2903,AQCH2nCHJCc_000053_000063.mp4,casting fishing line
2904,AQCQ5H5Tus0_000429_000439.mp4,cooking scallops
2905,AQRJlThBgXU_000002_000012.mp4,using a sledge hammer
2906,AQw7GVI6MAE_000016_000026.mp4,calligraphy
2907,AR7-sqPu23g_000001_000011.mp4,backflip (human)
2908,ARChNVYmnr4_000449_000459.mp4,mushroom foraging
2909,ARQFJS5SgZU_000003_000013.mp4,rolling pastry
2910,ARSpCYwQluQ_000000_000010.mp4,jumping jacks
2911,ARTIEK41Xa0_000113_000123.mp4,lock picking
2912,ARgt9rf-EqE_000034_000044.mp4,docking boat
2913,ARibuB2nLUg_000000_000010.mp4,making paper aeroplanes
2914,ASDYv0oSLiI_000041_000051.mp4,separating eggs
2915,ASpJCx-dkJM_000005_000015.mp4,watching tv
2916,ATODOdxJN-c_000000_000010.mp4,waving hand
2917,AU2aeVUzPWM_000024_000034.mp4,pushing wheelbarrow
2918,AUAHcFXZ2P4_000018_000028.mp4,karaoke
2919,AUq1jSx5T-8_000000_000010.mp4,building sandcastle
2920,AUul9vcKiRs_000013_000023.mp4,laying stone
2921,AVuhkL3NMfA_000028_000038.mp4,playing gong
2922,AWwcO0Zw8wc_000000_000010.mp4,rope pushdown
2923,AWzeks5guyI_000018_000028.mp4,crossing eyes
2924,AX1lgkfnpj8_000009_000019.mp4,flint knapping
2925,AX2uUS9ICfQ_000200_000210.mp4,lock picking
2926,AXS2pq-c0_k_000259_000269.mp4,using puppets
2927,AXVapvVc6cU_000004_000014.mp4,sleeping
2928,AXtGNy-pMOM_000702_000712.mp4,ironing hair
2929,AYCxRFQXKL8_000000_000010.mp4,fencing (sport)
2930,AZAziK9vKN8_000027_000037.mp4,coloring in
2931,AZGytCkx0TU_000000_000010.mp4,laying concrete
2932,AZd6cMhdLto_000000_000010.mp4,capsizing
2933,A_OfEA_GdwU_000012_000022.mp4,hugging baby
2934,Aa2zPuqlKq4_000152_000162.mp4,embroidering
2935,Aac03pzmsWs_000023_000033.mp4,separating eggs
2936,AasmSpfq0s4_000029_000039.mp4,marriage proposal
2937,AawQqic6jpI_000052_000062.mp4,ironing hair
2938,Ab2wEG0oTqc_000005_000015.mp4,crossing eyes
2939,AbHfr8JDR4g_000119_000129.mp4,shining flashlight
2940,Ab_Wnkhev64_000000_000010.mp4,waving hand
2941,Ac4ADFly5p4_000000_000010.mp4,head stand
2942,AcIpHsIxcwI_000017_000027.mp4,standing on hands
2943,AcgJkBA5ry8_000041_000051.mp4,ironing hair
2944,Acrr3QSzP_w_000034_000044.mp4,getting a piercing
2945,AczcQZp8WeU_000000_000010.mp4,mountain climber (exercise)
2946,Adn_al8IHNM_000000_000010.mp4,backflip (human)
2947,Ae4YzbEUz98_000070_000080.mp4,capsizing
2948,Ae6rf4Xj2oU_000025_000035.mp4,sawing wood
2949,Ae7wFhEJEko_000001_000011.mp4,making cheese
2950,AeA8xzHaGYM_000078_000088.mp4,marriage proposal
2951,AeCFMnHUwVo_000031_000041.mp4,rope pushdown
2952,AeY-Su4J8-k_000200_000210.mp4,tie dying
2953,AebDOEvQt64_000004_000014.mp4,drooling
2954,AejS2dXUuLs_000019_000029.mp4,laying stone
2955,AexCZX3Gkm4_000045_000055.mp4,putting on sari
2956,Af1MlUH3B-A_000004_000014.mp4,playing laser tag
2957,Af6_a42LaII_000037_000047.mp4,square dancing
2958,AfaJalxdPNI_000024_000034.mp4,tie dying
2959,Afx8yYVAy9Q_000000_000010.mp4,separating eggs
2960,Ag-BR_Tw0HA_000000_000010.mp4,winking
2961,Ag6_aHKLsms_000265_000275.mp4,ironing hair
2962,AgIOC_YexFU_000032_000042.mp4,putting on sari
2963,AgqK-DKTP_k_000175_000185.mp4,bathing dog
2964,Ahof2yc4cCY_000010_000020.mp4,smelling feet
2965,AhyD53JYvbo_000004_000014.mp4,playing pan pipes
2966,Ai1VVHtEaTg_000095_000105.mp4,square dancing
2967,AiH_5j2z8do_000066_000076.mp4,wading through water
2968,AiKQVQz7jLQ_000000_000010.mp4,making paper aeroplanes
2969,Aio2v33jdMk_000006_000016.mp4,tiptoeing
2970,AipAlJjNvLc_000000_000010.mp4,playing maracas
2971,AjM1AXPdRa4_000000_000010.mp4,planing wood
2972,AkcPqXghkwA_000013_000023.mp4,skiing mono
2973,Akro5AesplU_000023_000033.mp4,gospel singing in church
2974,Aktu2fWD9yU_000016_000026.mp4,yarn spinning
2975,Al-t_p4dP6c_000002_000012.mp4,roasting pig
2976,Al7J0D_k4eQ_000001_000011.mp4,playing maracas
2977,AlAjjpp616Q_000000_000010.mp4,bodysurfing
2978,AlBdSmp4Q5A_000000_000010.mp4,lighting fire
2979,Am4-3r46x_Y_000049_000059.mp4,throwing snowballs
2980,AmprrJpJFzw_000044_000054.mp4,square dancing
2981,An8NzyMCxtA_000091_000101.mp4,bulldozing
2982,AnBMGMS-82A_000032_000042.mp4,dyeing eyebrows
2983,Angh3DhIRgE_000079_000089.mp4,tying shoe laces
2984,AnnFPGTMFCE_000029_000039.mp4,sipping cup
2985,AnyOhaqH_ko_000000_000010.mp4,square dancing
2986,Ap5UXxbjjAQ_000065_000075.mp4,sewing
2987,ApJ3EHN2EmY_000001_000011.mp4,lock picking
2988,ApSBs7u0uTY_000000_000010.mp4,cracking knuckles
2989,ApUMfDcSoek_000005_000015.mp4,breathing fire
2990,ApVUwByMH-U_000006_000016.mp4,battle rope training
2991,AphAD3xSSfw_000033_000043.mp4,throwing tantrum
2992,ApsXDZIyuvg_000040_000050.mp4,playing marbles
2993,ApzAOYPhcd4_000327_000337.mp4,putting on foundation
2994,AqLWKpTZ-yw_000114_000124.mp4,getting a piercing
2995,AqjhhfTQ96c_000000_000010.mp4,casting fishing line
2996,Aqza0Avh2eY_000161_000171.mp4,capsizing
2997,Ar5GkX54LuM_000037_000047.mp4,playing field hockey
2998,Ar5y4sVMsSo_000000_000010.mp4,throwing snowballs
2999,ArcB22E01oc_000022_000032.mp4,jaywalking
3000,Ari8q2J6BBk_000621_000631.mp4,attending conference
3001,Arkq92MJagM_000089_000099.mp4,head stand
3002,ArrQZ8Ae3kw_000342_000352.mp4,putting on shoes
3003,Aru1wZEKrkE_000291_000301.mp4,lifting hat
3004,As49AH7PXjM_000000_000010.mp4,delivering mail
3005,AsDVUTotMbM_000048_000058.mp4,getting a piercing
3006,At54-4Jn-Sc_000465_000475.mp4,needle felting
3007,AtO4l2OYA1s_000307_000317.mp4,chiseling wood
3008,AtQhFX1fFsM_000040_000050.mp4,playing gong
3009,AtTq_lJpEag_000068_000078.mp4,playing polo
3010,At_pB3st4Po_000000_000010.mp4,riding snow blower
3011,AtiPEaGJLgo_000024_000034.mp4,threading needle
3012,AuVw4vLTNo4_000052_000062.mp4,talking on cell phone
3013,Av0d9-fkeUg_000081_000091.mp4,jaywalking
3014,AvCPFerzNHY_000071_000081.mp4,playing hand clapping games
3015,AvbHIytiU3U_000012_000022.mp4,roasting pig
3016,AvcvS8tN7Ts_000109_000119.mp4,fixing bicycle
3017,AvxKYeoD0ek_000021_000031.mp4,cutting apple
3018,AvzApdQnNHs_000027_000037.mp4,longboarding
3019,AwKEOEnOBrc_000000_000010.mp4,shaping bread dough
3020,AwMMqllh2cM_000000_000010.mp4,jumping jacks
3021,AwdRYgEv76s_000013_000023.mp4,photocopying
3022,AwvZ6cRNqm8_000177_000187.mp4,passing soccer ball
3023,AwxvS26nEEU_000017_000027.mp4,mosh pit dancing
3024,AxFeY3y_vlQ_000003_000013.mp4,standing on hands
3025,AxJ-AgfDlNQ_000472_000482.mp4,playing lute
3026,AxNS0JyYB-g_000139_000149.mp4,planing wood
3027,AxSeBakDeIM_000007_000017.mp4,lifting hat
3028,AxmsQGaoO2g_000191_000201.mp4,putting on lipstick
3029,Axq2imsnLIA_000000_000010.mp4,square dancing
3030,AxqwNuu5ELY_000038_000048.mp4,sawing wood
3031,AyTJ7GQqg2A_000000_000010.mp4,battle rope training
3032,Aypg61tJfaM_000008_000018.mp4,fixing bicycle
3033,AyuMzIsTT4g_000013_000023.mp4,playing ocarina
3034,AzVEJE5SI8U_000402_000412.mp4,acting in play
3035,AzjF1-bYZ4I_000000_000010.mp4,playing field hockey
3036,AzoKaOrLJqw_000031_000041.mp4,passing soccer ball
3037,Azx-VT-caUk_000014_000024.mp4,photocopying
3038,B-3Nyq5C7mM_000000_000010.mp4,breathing fire
3039,B0EtW5MB5ag_000000_000010.mp4,massaging neck
3040,B0dAIljSaoo_000000_000010.mp4,jaywalking
3041,B0iiDa8S3UA_000262_000272.mp4,ironing hair
3042,B152ldFiVtQ_000013_000023.mp4,using atm
3043,B1Fh1L6LgE8_000000_000010.mp4,lifting hat
3044,B23lW4cIcNE_000003_000013.mp4,cracking knuckles
3045,B2E5EIcaX4E_000705_000715.mp4,yarn spinning
3046,B2G3K5D3ld8_000276_000286.mp4,shining flashlight
3047,B2Gn7UHecfQ_000283_000293.mp4,making paper aeroplanes
3048,B3LiIobBbjs_000012_000022.mp4,rope pushdown
3049,B3_anRioeyU_000138_000148.mp4,shining flashlight
3050,B3tyvn48I3c_000048_000058.mp4,geocaching
3051,B49kRLTAu0Y_000029_000039.mp4,shining flashlight
3052,B4Cgt4axwfg_000075_000085.mp4,backflip (human)
3053,B4DIFEpCgT4_000055_000065.mp4,calligraphy
3054,B4J4c4WKEbY_000006_000016.mp4,standing on hands
3055,B4RALjQGr4M_000002_000012.mp4,jumping bicycle
3056,B4UUGKkq3b0_000032_000042.mp4,cutting apple
3057,B5ZbObKvEG0_000010_000020.mp4,bottling
3058,B5cNbMZkKoo_000000_000010.mp4,luge
3059,B5zjPllhsVE_000048_000058.mp4,using a sledge hammer
3060,B61zpi4xpgo_000000_000010.mp4,bodysurfing
3061,B6i6K67F41k_000069_000079.mp4,playing lute
3062,B6kiLmtAV2c_000034_000044.mp4,longboarding
3063,B6teC_2swYI_000000_000010.mp4,backflip (human)
3064,B7VJNDyEk2A_000129_000139.mp4,dumpster diving
3065,B7kGly4lzu0_000012_000022.mp4,swinging baseball bat
3066,B88HY33UXLM_000028_000038.mp4,adjusting glasses
3067,B8B4KOuQqRs_000017_000027.mp4,wading through water
3068,B8JRhqye_j0_000255_000265.mp4,bathing dog
3069,B8VuBPg4SZM_000002_000012.mp4,docking boat
3070,B8VyGb_jUNA_000954_000964.mp4,needle felting
3071,B8YV8I9hMOo_000000_000010.mp4,drooling
3072,B8foxO7SUw8_000060_000070.mp4,karaoke
3073,B8i1yVVFWjU_000003_000013.mp4,hugging baby
3074,B9Ver7zQRgk_000105_000115.mp4,skiing mono
3075,B9k1nM6YCVo_000296_000306.mp4,tiptoeing
3076,B9mBUUWcCEg_000000_000010.mp4,changing gear in car
3077,BAHSrlR_Iuw_000000_000010.mp4,drooling
3078,BAWKLii5SPM_000000_000010.mp4,standing on hands
3079,BAY6_02kKKw_000150_000160.mp4,docking boat
3080,BA_jnXhUFSs_000003_000013.mp4,bodysurfing
3081,BAq26zEd6SE_000012_000022.mp4,jumping jacks
3082,BAuZEe6SHa4_000005_000015.mp4,coloring in
3083,BBD5BEPDJNc_000043_000053.mp4,bodysurfing
3084,BBEcw1D2AzM_002325_002335.mp4,curling (sport)
3085,BBIJh7-rnOw_000088_000098.mp4,sawing wood
3086,BBS-pPGk_eo_000020_000030.mp4,casting fishing line
3087,BC6hZVhJilQ_000030_000040.mp4,karaoke
3088,BC9jq3-vevs_000048_000058.mp4,drooling
3089,BCRwglCIu5k_000108_000118.mp4,getting a piercing
3090,BCgSmj8Yp9U_000070_000080.mp4,building sandcastle
3091,BCwPfn5UR8Y_000023_000033.mp4,using a microscope
3092,BCxuomdSNVo_000029_000039.mp4,breaking boards
3093,BD0weq0a5BI_000000_000010.mp4,pushing wheelbarrow
3094,BDPDRSgzuRo_000009_000019.mp4,playing darts
3095,BDXVOYfDrkU_000000_000010.mp4,playing hand clapping games
3096,BEHqTn7r9Pc_000012_000022.mp4,lawn mower racing
3097,BEIlr7h2sZY_000000_000010.mp4,battle rope training
3098,BEfY75kdFgk_000000_000010.mp4,sleeping
3099,BF5praFFDRE_000426_000436.mp4,jumping jacks
3100,BFB-tGJ4JYs_000026_000036.mp4,bottling
3101,BFC-vyosmhs_000010_000020.mp4,tie dying
3102,BFdWBqLZXe4_000011_000021.mp4,laying stone
3103,BFhsMiUYBmU_000144_000154.mp4,lifting hat
3104,BGGKjmr8IL0_000014_000024.mp4,sewing
3105,BGWnM-NeZV0_000471_000481.mp4,fly tying
3106,BH9snqebX6c_000077_000087.mp4,bull fighting
3107,BH9y23Z6egw_000103_000113.mp4,playing rubiks cube
3108,BHK8wH5-6Kk_000006_000016.mp4,playing blackjack
3109,BIFjLBXPm0M_000086_000096.mp4,sawing wood
3110,BIZSfpqUhew_000765_000775.mp4,playing rubiks cube
3111,BIhrOLIk6vM_000008_000018.mp4,watching tv
3112,BItsa-piJjk_000050_000060.mp4,laying concrete
3113,BJ1RfWgGVHo_000023_000033.mp4,casting fishing line
3114,BJEcJJZGYko_000054_000064.mp4,coloring in
3115,BJRoUMbWmhk_000032_000042.mp4,playing gong
3116,BJnO90WeCjE_000021_000031.mp4,hugging baby
3117,BJqNysNoV6c_000068_000078.mp4,vacuuming floor
3118,BJvvD_v3MSM_000101_000111.mp4,calligraphy
3119,BKBBk5wXMUM_000009_000019.mp4,docking boat
3120,BKqo9CBOEEQ_000011_000021.mp4,cutting orange
3121,BKytbC6Zm98_000016_000026.mp4,shucking oysters
3122,BKzzU3hte34_000000_000010.mp4,playing marbles
3123,BLIUX9gLXK0_000034_000044.mp4,jumping bicycle
3124,BLKJVAk6uuA_000005_000015.mp4,home roasting coffee
3125,BLMd_tM_s7M_000006_000016.mp4,putting in contact lenses
3126,BLdu5UcG04g_000006_000016.mp4,mushroom foraging
3127,BLyjigGI-fs_000004_000014.mp4,wading through water
3128,BM7mjm2k9Sk_000068_000078.mp4,watching tv
3129,BMJm_AxGYwc_000000_000010.mp4,playing hand clapping games
3130,BMY_UndTrSU_000000_000010.mp4,planing wood
3131,BMeGnldqb24_000008_000018.mp4,using puppets
3132,BMfm3lJC8oc_000016_000026.mp4,separating eggs
3133,BN5OAaO89Oo_000000_000010.mp4,raising eyebrows
3134,BNZNFU2VzUE_000048_000058.mp4,mushroom foraging
3135,BNcWgV9zmmQ_000007_000017.mp4,luge
3136,BNntJpq5ROE_000000_000010.mp4,bulldozing
3137,BOWZAosErhc_000000_000010.mp4,winking
3138,BOWZmiNJ2_k_000097_000107.mp4,tasting wine
3139,BOiYBVen5rQ_000014_000024.mp4,hugging baby
3140,BOlMtRENz0o_000010_000020.mp4,tagging graffiti
3141,BOsY2T7YWK8_000553_000563.mp4,fly tying
3142,BP6nXobjakk_000023_000033.mp4,pinching
3143,BPPMVVZnZEI_000010_000020.mp4,chopping meat
3144,BPhtNlTixGo_000011_000021.mp4,steer roping
3145,BPj1Fw8azkY_000041_000051.mp4,pirouetting
3146,BQ4Vqy5s8pY_000007_000017.mp4,putting on shoes
3147,BQpK9PaTpaA_000016_000026.mp4,rolling pastry
3148,BR-5OKWnFTg_000044_000054.mp4,waving hand
3149,BRRVUzIFyYM_000010_000020.mp4,coloring in
3150,BS-ynHr2uW0_000078_000088.mp4,putting on eyeliner
3151,BSXkEwB9Z-U_000004_000014.mp4,home roasting coffee
3152,BSswujG7mww_000082_000092.mp4,putting in contact lenses
3153,BSwhROX6i-0_000007_000017.mp4,throwing knife
3154,BTGX7RvJnss_000415_000425.mp4,home roasting coffee
3155,BTJ1ExckV6Q_000096_000106.mp4,getting a piercing
3156,BTUOsx7JjnA_000000_000010.mp4,waving hand
3157,BUYCqTCQaa0_000287_000297.mp4,cooking scallops
3158,BUrpxMX4VmE_000000_000010.mp4,arguing
3159,BVL_NPewelE_000026_000036.mp4,sewing
3160,BVeb-M_R3mg_000278_000288.mp4,preparing salad
3161,BWGuQljZCVc_000022_000032.mp4,passing soccer ball
3162,BX24cuEiLMo_000078_000088.mp4,mushroom foraging
3163,BX7yR4q1Lm0_000130_000140.mp4,putting on foundation
3164,BXOtl354PRk_000006_000016.mp4,dyeing eyebrows
3165,BXuwib28tn0_000060_000070.mp4,playing pinball
3166,BYDB3VP2G18_000000_000010.mp4,scrubbing face
3167,BYoIoN5ykaQ_000160_000170.mp4,putting on eyeliner
3168,BYzdnYwxrCY_000099_000109.mp4,throwing tantrum
3169,BZ0SBvymj3w_000007_000017.mp4,riding snow blower
3170,BZljOdoXye4_000069_000079.mp4,arguing
3171,B_P8u7hcU3A_000000_000010.mp4,lifting hat
3172,BaQ50LxAvYQ_000088_000098.mp4,pirouetting
3173,BadcLeEJ3Os_000032_000042.mp4,adjusting glasses
3174,BbThFosVF5Y_000116_000126.mp4,playing lute
3175,BbafXoWaTlU_000000_000010.mp4,winking
3176,BbnJORVrbDQ_000098_000108.mp4,delivering mail
3177,BcBbulHPefc_000000_000010.mp4,crossing eyes
3178,BccXr3D51lI_000184_000194.mp4,using puppets
3179,BcgrXW_Xh6U_000168_000178.mp4,throwing tantrum
3180,Bcn2KSJeLao_000258_000268.mp4,ironing hair
3181,Bd-gkvEeB24_000001_000011.mp4,skiing mono
3182,Bd4hXVNv6zE_000013_000023.mp4,longboarding
3183,BdTr0OTAqx4_000102_000112.mp4,planing wood
3184,BdUVLdhrHcM_000000_000010.mp4,calligraphy
3185,Bdg9WWh2Fos_000000_000010.mp4,mountain climber (exercise)
3186,BdnatkaWlFs_000232_000242.mp4,playing pinball
3187,Bdx6WOzePc4_000010_000020.mp4,making cheese
3188,BdyQquh2zEg_000000_000010.mp4,pirouetting
3189,BefB6XgHmtw_000009_000019.mp4,playing polo
3190,BezecsVVqjM_000480_000490.mp4,burping
3191,Bfx3ow7ktJw_000001_000011.mp4,mushroom foraging
3192,Bg6mkwsfiKw_000009_000019.mp4,sipping cup
3193,BgbzXzP5riQ_000008_000018.mp4,karaoke
3194,BgiITEhulOw_000045_000055.mp4,hugging baby
3195,BglXiKYM7ko_000075_000085.mp4,pirouetting
3196,Bgy0syfe9aE_000073_000083.mp4,geocaching
3197,BhKcOhbIgP8_000063_000073.mp4,changing gear in car
3198,BhLgmVxhQzs_000038_000048.mp4,square dancing
3199,Bi2gkSb76AA_000000_000010.mp4,battle rope training
3200,BiLVwwtelNw_000007_000017.mp4,making paper aeroplanes
3201,BiUAGZ3bJD0_000019_000029.mp4,playing lute
3202,BizlUKmVWtI_000037_000047.mp4,using a wrench
3203,Bj4HZkUZ8dw_000003_000013.mp4,blowdrying hair
3204,BjCiFjWpRTU_000000_000010.mp4,roasting pig
3205,BjkOgeWMlMU_000179_000189.mp4,shucking oysters
3206,Bjx79xJbLv0_000004_000014.mp4,breathing fire
3207,BkA6w6-55IE_000000_000010.mp4,playing ocarina
3208,BkWjj9iNvZg_000027_000037.mp4,roasting pig
3209,BkmaXvzWDug_000006_000016.mp4,playing beer pong
3210,BloSiRlnfSM_000077_000087.mp4,chopping meat
3211,BlucSy6dmSM_000079_000089.mp4,laying concrete
3212,BlwIETYkgyU_000005_000015.mp4,using atm
3213,Blx9g2hVNXU_000006_000016.mp4,tackling
3214,Bm3KSk-Axi8_000005_000015.mp4,yarn spinning
3215,Bm9Stzm3of4_000004_000014.mp4,delivering mail
3216,BmASVEjh3vA_000130_000140.mp4,roasting pig
3217,BmV7rZbn7bo_000013_000023.mp4,roasting pig
3218,BmhKXE-nBMs_000041_000051.mp4,chiseling wood
3219,BmsxBiZhLRE_000228_000238.mp4,bottling
3220,Bn3f95Pgs_Y_000000_000010.mp4,popping balloons
3221,Bn4XsfgjGr0_000085_000095.mp4,luge
3222,Bn5BLgwixPM_000000_000010.mp4,throwing knife
3223,Bnoy9wZkXlA_000067_000077.mp4,cooking scallops
3224,Bo9c2nzUixo_000113_000123.mp4,gold panning
3225,BoUG9eexMts_000005_000015.mp4,fencing (sport)
3226,BpYBgTXu274_000490_000500.mp4,sawing wood
3227,BpihEMaPebY_000016_000026.mp4,adjusting glasses
3228,Bpmj4Icw7QU_000048_000058.mp4,vacuuming floor
3229,BqRCTKsFsYg_000455_000465.mp4,home roasting coffee
3230,BqSS-8FDsGQ_000097_000107.mp4,throwing knife
3231,Bqq2U3AVlx4_000000_000010.mp4,lock picking
3232,Br8CpKAjpeI_000001_000011.mp4,smelling feet
3233,BrzbeYfD4MY_000343_000353.mp4,breathing fire
3234,Bt0er8CbFto_000022_000032.mp4,pinching
3235,Bt470VTAqv8_000000_000010.mp4,mountain climber (exercise)
3236,BtC6Z74uS84_000000_000010.mp4,pirouetting
3237,BtPOEQW35Co_000035_000045.mp4,jumping jacks
3238,BttBfdRPVIw_000103_000113.mp4,preparing salad
3239,Bttpr7rw58g_000029_000039.mp4,using a sledge hammer
3240,BuEnYy0-s5c_000046_000056.mp4,lifting hat
3241,BueBq0uwdaw_000022_000032.mp4,shucking oysters
3242,BuhAROfTtx8_000001_000011.mp4,battle rope training
3243,BuhIi9zYsu4_000221_000231.mp4,sewing
3244,Bv9ljF2c2A4_000136_000146.mp4,tasting wine
3245,Bvn1CTr9y0E_000002_000012.mp4,smelling feet
3246,BwUTx_Bc0tU_000010_000020.mp4,backflip (human)
3247,Bwbju-sA4UA_000085_000095.mp4,passing soccer ball
3248,BwnvUX5_Bb0_000036_000046.mp4,threading needle
3249,BwpYWz2eEf8_000155_000165.mp4,needle felting
3250,BxSryaEe9sM_000003_000013.mp4,using a sledge hammer
3251,ByH4jA01wPU_000068_000078.mp4,pinching
3252,ByWWLzFoi84_000061_000071.mp4,playing pan pipes
3253,C-6zB1s4MRI_000248_000258.mp4,gold panning
3254,C-NK4DVX5Ys_000007_000017.mp4,longboarding
3255,C0CWJWJLkAM_000020_000030.mp4,photobombing
3256,C0MRdXS7l5s_000008_000018.mp4,ice swimming
3257,C0SMEKkup-8_000071_000081.mp4,bulldozing
3258,C0W51viCkls_000342_000352.mp4,smoking pipe
3259,C0_KMDSc2Hs_000107_000117.mp4,playing polo
3260,C0fujPOOkMw_000094_000104.mp4,lawn mower racing
3261,C0zXnlYiMD0_000000_000010.mp4,playing pan pipes
3262,C1EYjebEOcc_000075_000085.mp4,cooking scallops
3263,C1dsGvt1UHI_000002_000012.mp4,jumping bicycle
3264,C1pzsKhAE70_000451_000461.mp4,playing pinball
3265,C2GSLPqjJ64_000030_000040.mp4,putting on shoes
3266,C2VOmXkGJls_000004_000014.mp4,coloring in
3267,C2ak3klNgYQ_000360_000370.mp4,preparing salad
3268,C2minUvK9H8_000020_000030.mp4,luge
3269,C3ALW7eNTRI_000000_000010.mp4,jaywalking
3270,C3Dn-E_y24c_000051_000061.mp4,acting in play
3271,C3Ezn61rDJc_000012_000022.mp4,base jumping
3272,C3VVz48ognI_000017_000027.mp4,pinching
3273,C3XxKccqBFQ_000077_000087.mp4,gold panning
3274,C3lLzFIvEmU_000001_000011.mp4,mosh pit dancing
3275,C4abSGSqp8Y_000011_000021.mp4,skiing mono
3276,C4pgXbfD8iI_000000_000010.mp4,playing pan pipes
3277,C5DsPIkko5Y_000027_000037.mp4,needle felting
3278,C5Qvu9GiqyY_000000_000010.mp4,breaking boards
3279,C5aTYY33g_I_000008_000018.mp4,raising eyebrows
3280,C66lpodO208_000643_000653.mp4,using a microscope
3281,C6DoNJ88idM_000095_000105.mp4,rolling pastry
3282,C6Fe7hru_Qs_000069_000079.mp4,wood burning (art)
3283,C6IaHhYeaSY_000007_000017.mp4,cutting orange
3284,C6MSGIjLR0Y_000084_000094.mp4,playing lute
3285,C6awVvF4-GA_000043_000053.mp4,tying shoe laces
3286,C6bFCFr-eek_000000_000010.mp4,moon walking
3287,C7jaqYLoefA_000049_000059.mp4,roasting pig
3288,C8HKlUy_tBw_000374_000384.mp4,combing hair
3289,C8Of0iwKdTc_000000_000010.mp4,dumpster diving
3290,C8jJqenr8Fk_000025_000035.mp4,playing rubiks cube
